example_id,image_path,human_label,target_label,allowed_clip_labels,original_prediction_label,original_confidence,original_is_target,original_correct,high_confidence_failure,target_prob_orig,target_rank_orig,distractor_label,distractor_present,distractor_prob_orig,distractor_rank_orig,best_operator,post_prediction_label,post_is_target,target_prob_post,target_rank_post,distractor_prob_post,pairwise_margin_orig,pairwise_margin_post,margin_improved,oracle_improves_target_prob,oracle_improves_target_rank,oracle_decreases_distractor,oracle_recovers_top1,oracle_recovers_top3,oracle_recovers_top5,oracle_top5_or_pairwise,strong_pairwise_improvement,text_object_iou,n_text_boxes,n_object_boxes,n_dominant_objects,target_area_frac,max_text_area_frac,passes_ambiguity,is_directional_failure,is_strict_oracle_repairable,in_clean_subset
7,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.6348317265510559,False,False,False,0.3572137653827667,2,bus,False,0.6348317265510559,1,expanded_gray_fill_1.25,truck,True,0.7067199945449829,1,0.2829945683479309,-0.2776179611682892,0.423725426197052,True,True,True,True,True,True,True,True,True,0.0,9,1,1,0.17263233418367346,0.020208864795918366,True,True,True,False
29,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9370135068893433,False,False,True,0.040362048894166946,2,sandwich,False,0.9370135068893433,1,gray_fill,sandwich,False,0.2046683430671692,2,0.7714958786964417,-0.8966514579951763,-0.5668275356292725,True,True,False,True,False,True,True,True,True,0.0,2,1,1,0.27431441326530615,0.011479591836734694,True,True,True,True
56,,cow,cow,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,horse,0.8614065647125244,False,False,True,0.1251000314950943,2,horse,False,0.8614065647125244,1,gaussian_blur,horse,False,0.23419669270515442,2,0.761472225189209,-0.7363065332174301,-0.5272755324840546,True,True,False,True,False,True,True,True,True,0.0,1,1,1,0.11826371173469388,0.012914540816326531,True,True,True,True
61,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,suitcase,0.23276157677173615,False,False,False,0.04244323819875717,9,suitcase,False,0.23276157677173615,1,gaussian_blur,truck,False,0.17960093915462494,2,0.044396139681339264,-0.19031833857297897,0.13520479947328568,True,True,True,True,False,True,True,True,True,0.008888888888888889,3,2,0,0.08649553571428571,0.004823022959183673,True,True,True,False
69,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.2485128790140152,False,False,False,0.037943463772535324,8,cup,False,0.2485128790140152,1,expanded_gray_fill_1.25,laptop,False,0.08056292682886124,4,0.032743025571107864,-0.21056941524147987,0.04781990125775337,True,True,True,True,False,False,True,True,True,0.0,1,1,0,0.06425382653061225,0.025669642857142856,True,True,True,False
76,,orange,orange,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.42927631735801697,False,False,False,0.25907236337661743,2,donut,False,0.42927631735801697,1,gaussian_blur,orange,True,0.3996632695198059,1,0.2203095555305481,-0.17020395398139954,0.1793537139892578,True,True,True,True,True,True,True,True,True,0.005660377358490566,4,1,1,0.17936862244897958,0.012555803571428572,True,True,True,True
77,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,backpack,0.38580092787742615,False,False,False,0.35440850257873535,2,backpack,False,0.38580092787742615,1,expanded_blur_1.25,car,True,0.4811670184135437,1,0.2976650297641754,-0.031392425298690796,0.1835019886493683,True,True,True,True,True,True,True,True,True,0.0,2,2,1,0.4915098852040816,0.012555803571428572,True,True,True,True
88,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,umbrella,0.2355203926563263,False,False,False,0.007399286609143019,19,umbrella,False,0.2355203926563263,1,expanded_blur_1.25,bottle,False,0.05241270363330841,5,0.007937675341963768,-0.22812110604718328,0.04447502829134464,True,True,True,True,False,False,True,True,True,0.015586034912718205,2,2,0,0.07595264668367346,0.04633689413265306,True,True,True,False
93,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,teddy bear,0.5209314823150635,False,False,False,0.2834200859069824,2,teddy bear,False,0.5209314823150635,1,expanded_blur_1.25,car,True,0.5629295110702515,1,0.1383175104856491,-0.23751139640808105,0.42461200058460236,True,True,True,True,True,True,True,True,True,0.0,5,2,2,0.5474330357142857,0.006995376275510204,True,True,True,False
103,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.7470357418060303,False,False,True,0.22302356362342834,2,clock,False,0.7470357418060303,1,expanded_gray_fill_1.25,train,True,0.7667056918144226,1,0.21765795350074768,-0.5240121781826019,0.5490477383136749,True,True,True,True,True,True,True,True,True,0.0,5,2,1,0.22385204081632654,0.00936702806122449,True,True,True,True
121,,cell phone,cell phone,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.5923330187797546,False,False,False,0.18612723052501678,2,cup,False,0.5923330187797546,1,gray_fill,cell phone,True,0.9852892756462097,1,0.008477174676954746,-0.40620578825473785,0.976812100969255,True,True,True,True,True,True,True,True,True,0.0,3,2,0,0.09054129464285714,0.03125,True,True,True,False
124,,cup,cup,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.6046257615089417,False,False,False,0.1225413829088211,3,donut,False,0.6046257615089417,1,expanded_gray_fill_1.25,donut,False,0.13503456115722656,3,0.557140052318573,-0.48208437860012054,-0.42210549116134644,True,True,False,True,False,True,True,True,False,0.0,1,2,0,0.07525510204081633,0.0033482142857142855,True,True,False,False
143,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.2863357961177826,False,False,False,0.15166538953781128,3,hot dog,False,0.2863357961177826,1,expanded_gray_fill_1.25,truck,True,0.32273924350738525,1,0.021963268518447876,-0.1346704065799713,0.3007759749889374,True,True,True,True,True,True,True,True,True,0.0,5,1,0,0.07254464285714286,0.021763392857142856,True,True,True,False
145,,laptop,laptop,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.3685372471809387,False,False,False,0.20348891615867615,2,cup,False,0.3685372471809387,1,expanded_gray_fill_1.25,laptop,True,0.9952923059463501,1,0.00043031960376538336,-0.16504833102226257,0.9948619863425847,True,True,True,True,True,True,True,True,True,0.0,8,1,1,0.1287468112244898,0.01363201530612245,True,True,True,False
147,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.5576903223991394,False,False,False,0.3230842351913452,2,bus,False,0.5576903223991394,1,expanded_gray_fill_1.25,bus,False,0.4216853082180023,2,0.5099678039550781,-0.2346060872077942,-0.0882824957370758,True,True,False,True,False,True,True,True,False,0.0,4,1,1,0.1833545918367347,0.007971938775510204,True,True,False,True
154,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.8144549131393433,False,False,True,0.0936712846159935,2,truck,False,0.8144549131393433,1,gaussian_blur,truck,False,0.14152933657169342,2,0.7501403093338013,-0.7207836285233498,-0.6086109727621078,True,True,False,True,False,True,True,True,False,0.0,1,1,0,0.06248007015306122,0.008071588010204082,True,True,False,False
159,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9332566261291504,False,False,True,0.054708331823349,2,sandwich,False,0.9332566261291504,1,gray_fill,sandwich,False,0.09906212985515594,2,0.8797104358673096,-0.8785482943058014,-0.7806483060121536,True,True,False,True,False,True,True,True,False,0.0,2,1,1,0.14708227040816327,0.009207589285714286,True,True,False,True
161,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.4324060380458832,False,False,False,0.06710108369588852,4,bus,False,0.4324060380458832,1,expanded_blur_1.25,bus,False,0.1647317260503769,3,0.32564201951026917,-0.36530495434999466,-0.16091029345989227,True,True,True,True,False,True,True,True,True,0.0,5,1,0,0.07800542091836735,0.006138392857142857,True,True,True,False
165,,laptop,laptop,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,backpack,0.8523839712142944,False,False,True,0.12872804701328278,2,backpack,False,0.8523839712142944,1,expanded_gray_fill_1.25,backpack,False,0.16176803410053253,2,0.8170145153999329,-0.7236559242010117,-0.6552464812994003,True,True,False,True,False,True,True,True,False,0.0,1,2,2,0.14399314413265307,0.0033880739795918366,True,True,False,False
170,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.540520966053009,False,False,False,0.3724534809589386,2,sandwich,False,0.540520966053009,1,expanded_gray_fill_1.25,pizza,True,0.8145468235015869,1,0.1447073370218277,-0.16806748509407043,0.6698394864797592,True,True,True,True,True,True,True,True,True,0.0,3,2,2,0.11244419642857142,0.011120854591836735,True,True,True,False
195,,banana,banana,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.8222954869270325,False,False,True,0.019155241549015045,4,cup,False,0.8222954869270325,1,expanded_gray_fill_1.25,cup,False,0.034963082522153854,4,0.6718944907188416,-0.8031402453780174,-0.6369314081966877,True,True,False,True,False,False,True,True,True,0.03586206896551724,1,2,1,0.11788504464285714,0.002072704081632653,True,True,True,False
198,,cat,cat,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,dog,0.515232264995575,False,False,False,0.15916703641414642,3,dog,False,0.515232264995575,1,gaussian_blur,dog,False,0.43121740221977234,2,0.4497656524181366,-0.35606522858142853,-0.018548250198364258,True,True,True,True,False,True,True,True,True,0.0,2,2,2,0.42032047193877553,0.011997767857142858,True,True,True,False
214,,laptop,laptop,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.5913642048835754,False,False,False,0.3898746371269226,2,cup,False,0.5913642048835754,1,expanded_gray_fill_1.25,laptop,True,0.6336985230445862,1,0.2761984169483185,-0.20148956775665283,0.3575001060962677,True,True,True,True,True,True,True,True,True,0.19597633136094675,2,3,2,0.6124043367346939,0.03300382653061224,True,True,True,False
217,,umbrella,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cow,0.3947337567806244,False,False,False,0.2572808265686035,2,cow,False,0.3947337567806244,1,expanded_blur_1.25,umbrella,True,0.46770933270454407,1,0.27732646465301514,-0.13745293021202087,0.19038286805152893,True,True,True,True,True,True,True,True,True,0.0,1,2,1,0.2755500637755102,0.002232142857142857,True,True,True,False
219,,backpack,backpack,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cell phone,0.8251205086708069,False,False,True,0.015596974641084671,5,cell phone,False,0.8251205086708069,1,gaussian_blur,cell phone,False,0.03223958984017372,6,0.6209772825241089,-0.8095235340297222,-0.5887376926839352,True,True,False,True,False,False,False,True,True,0.0,3,1,0,0.05895248724489796,0.006058673469387755,True,True,False,False
223,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,airplane,0.3005148768424988,False,False,False,0.25567877292633057,3,airplane,False,0.3005148768424988,1,expanded_gray_fill_1.25,sandwich,True,0.3499777615070343,1,0.19306163489818573,-0.04483610391616821,0.15691612660884857,True,True,True,True,True,True,True,True,True,0.08239700374531835,4,3,0,0.09685905612244898,0.007892219387755101,True,True,True,False
227,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.8445934653282166,False,False,True,0.007440265733748674,6,truck,False,0.8445934653282166,1,gray_fill,truck,False,0.027520904317498207,3,0.8149537444114685,-0.8371531995944679,-0.7874328400939703,True,True,True,True,False,True,True,True,False,0.0,4,1,0,0.0817123724489796,0.019670758928571428,True,True,False,False
